Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
HODGES, Mr Henry Price	1862	1912	50	Male	2nd Class Passenger	2nd	250643	£13.00		Southampton	Musical Instrument Vendor	LOST		149	English	13			13	13
HOGEBOOM, Mrs Anna Louisa	1860	1947	51	Female	1st Class Passenger	1st	13502	£77             19s             2d	D11	Cherbourg	Of Independent Means	SAVED	10		American	77	19	2	77.96	25.986666667
HOLD, Mr Stephen	1868	1912	44	Male	2nd Class Passenger	2nd	26707	£26.00		Southampton	Clerk	LOST			English	26			26	13
HOLD, Mrs Annie Margaret	1883	1960	29	Female	2nd Class Passenger	2nd	26707	£26.00		Southampton		SAVED	10		English	26			26	13
HOLM, Mr John Fredrik Alexander	1869	1912	43	Male	3rd Class Passenger	3rd	7075	£6             9s		Southampton	Seaman	LOST			Swedish	6	9		6.45	6.45
HOLTEN, Mr Johan Martin	1894	1912	18	Male	3rd Class Passenger	3rd	4001	£22             10s             6d		Southampton	Seaman	LOST			Norwegian	22	10	6	22.53	7.51
HOLVERSON, Mr Alexander Oskar	1869	1912	42	Male	1st Class Passenger	1st	113789	£52.00		Southampton		LOST		38	American	52			52	26
HOLVERSON, Mrs Mary Alice	1876	1918	35	Female	1st Class Passenger	1st	113789	£52.00		Southampton		SAVED	8		American	52			52	26
HOMER, Mr Harry Haven	1871	1939	40	Male	1st Class Passenger	1st	111426	£26             11s		Southampton	Gambler	SAVED	15		American	26	11		26.55	26.55
HONKANEN, Miss Eliina	1884		28	Female	3rd Class Passenger	3rd	3101283	£7             18s             6d		Southampton		SAVED			Finnish	7	18	6	7.93	7.93
HOOD, Mr Ambrose	1891	1912	21	Male	2nd Class Passenger	2nd	14879	£73             10s		Southampton		LOST			English	73	10		73.5	10.5
HORGAN, Mr John	1890	1912	22	Male	3rd Class Passenger	3rd	370377	£7             15s		Queenstown	General Labourer	LOST				7	15		7.75	7.75
HOSONO, Mr Masabumi	1870	1939	41	Male	2nd Class Passenger	2nd	237798	£13.00		Southampton	Civil Servant	SAVED	10		Japanese	13			13	13
HOWARD, Miss May Elizabeth	1885	1958	26	Female	3rd Class Passenger	3rd	39186	£8             1s		Southampton	Laundry Worker	SAVED	C		English	8	1		8.05	8.05
HOWARD, Mr Benjamin	1848	1912	63	Male	2nd Class Passenger	2nd	24065	£26.00		Southampton	Retired	LOST			English	26			26	13
HOWARD, Mrs Ellen Truelove	1851	1912	61	Female	2nd Class Passenger	2nd	24065	£26.00		Southampton		LOST			English	26			26	13
HOYT, Mr Frederick Maxfield	1873	1940	38	Male	1st Class Passenger	1st	19943	£100.00	C93	Southampton		SAVED	D			100			100	50
HOYT, Mr William Fisher	1869	1912	43	Male	1st Class Passenger	1st	17600	£30             13s             11d		Cherbourg	Businessman	LOST	14		American	30	13	11	30.7	30.7
HOYT, Mrs Jane Anne	1879	1932	33	Female	1st Class Passenger	1st	19943	£100.00	C93	Southampton		SAVED	D		American	100			100	50
HUMBLEN, Mr Adolf Mathias Nicolai Olsen	1869	1912	42	Male	3rd Class Passenger	3rd	348121	£7             13s	[F] G63	Southampton	Farmer	LOST		120	Norwegian	7	13		7.65	7.65
HUME, Mr John Law	1890	1912	21	Male	2nd Class Passenger Musician	2nd	250654		E	Southampton	Musician	LOST		193						
HUNT, Mr George Henry	1878	1912	34	Male	2nd Class Passenger	2nd	1585	£12             5s             6d		Southampton	Gardener	LOST			English	12	5	6	12.28	12.28
HYMAN, Mr Joseph Abraham	1881	1956	31	Male	3rd Class Passenger	3rd	3470	£7             17s             9d		Southampton	Framer	SAVED	C			7	17	9	7.89	7.89
IBRāHīM-SHAWAH, Mr Yūsuf Hānī	1879	1912	33	Male	3rd Class Passenger	3rd	2627	£14             9s             2d		Cherbourg		LOST			Syrian	14	9	2	14.46	7.23
IBRāHīM, Mr Husayn Mahmūd Husayn	1901	1912	11	Male	3rd Class Passenger	3rd	2699	£18             15s             9d		Cherbourg		LOST			Syrian	18	15	9	18.79	9.395
IBRāHīM, Mrs Sāfiyah	1894	1976	18	Female	3rd Class Passenger	3rd	2657	£7             4s             7d		Cherbourg		SAVED	C		Syrian	7	4	7	7.23	7.23
ICARD, Miss Rose Amélie	1872	1964	39	Female	1st Class Passenger Servant	1st	113572	£80.00	B28 ?	Southampton	Personal Maid	SAVED	6		French	80			80	40
ILETT, Miss Bertha	1894	1976	17	Female	2nd Class Passenger	2nd	14885	£10             10s		Southampton		SAVED			Channel Islander	10	10		10.5	10.5
ILIEV, Mr Ilyo	1880	1912	32	Male	3rd Class Passenger	3rd	349220	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
ILMAKANGAS, Miss Ida Livija	1894	1912	17	Female	3rd Class Passenger	3rd	3101270	£7             18s             6d		Southampton	Servant	LOST				7	18	6	7.93	7.93
ILMAKANGAS, Miss Pieta Sofia	1887	1912	25	Female	3rd Class Passenger	3rd	3101271	£7             18s             6d		Southampton	Servant	LOST				7	18	6	7.93	7.93
ISHAM, Miss Ann Elizabeth	1862	1912	50	Female	1st Class Passenger	1st	17595	£28             14s             3d	C49	Cherbourg		LOST			American	28	14	3	28.71	28.71
ISMAY, Mr Joseph Bruce	1862	1937	49	Male	1st Class Passenger	1st	112058		B52/54/56	Southampton	Shipowner	SAVED	C		English					
IVYANOV, Mr Kostya	1892	1912	20	Male	3rd Class Passenger	3rd	349201	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
JABBUR (ZABOUR), Miss Hileni	1896	1912	16	Female	3rd Class Passenger	3rd	2665	£14             9s             1d		Cherbourg	Housekeeper	LOST		328	Syrian	14	9	1	14.45	7.225
JABBUR (ZABOUR), Miss Thamine	1893	1912	19	Female	3rd Class Passenger	3rd	2665	£14             9s             1d		Cherbourg	Housekeeper	LOST			Syrian	14	9	1	14.45	7.225
JACOBSEN, Mrs Gunhilde Oline 'Lena'	1848	1912	63	Female	3rd Class Passenger	3rd	65305	£8             2s             3d		Southampton		LOST			Norwegian	8	2	3	8.11	8.11
JACOBSOHN, Mr Sidney Samuel	1869	1912	42	Male	2nd Class Passenger	2nd	243847	£27.00		Southampton	Lawyer	LOST			South African	27			27	13.5
JACOBSOHN, Mrs Amy Frances Christy	1888	1947	24	Female	2nd Class Passenger	2nd	243847	£27.00		Southampton		SAVED	12		English	27			27	13.5
JALšEVAC, Mr Ivan	1882	1945	30	Male	3rd Class Passenger	3rd	349240	£7             17s             11d		Cherbourg		SAVED	15		Croatian	7	17	11	7.9	7.9
JANSSON, Mr Carl Olof	1890	1978	21	Male	3rd Class Passenger	3rd	350034	£7             15s             11d		Southampton		SAVED	A		Swedish	7	15	11	7.8	7.8
JARDIM, Mr José Neto	1890	1912	21	Male	3rd Class Passenger	3rd	3101305	£7             1s		Southampton	General Labourer	LOST				7	1		7.05	7.05
JARVIS, Mr Denzil John	1865	1912	46	Male	2nd Class Passenger	2nd	237565	£15.00		Southampton	Engineer	LOST			Welsh	15			15	15
JEFFERYS, Mr Clifford Thomas	1888	1912	24	Male	2nd Class Passenger	2nd	31029	£31             10s		Southampton	Granite Cutter	LOST			Channel Islander	31	10		31.5	10.5
JEFFERYS, Mr Ernest Wilfred	1891	1912	21	Male	2nd Class Passenger	2nd	31029	£31             10s		Southampton	Granite Cutter	LOST			Channel Islander	31	10		31.5	10.5
JENKIN, Mr Stephen Curnow	1879	1912	32	Male	2nd Class Passenger	2nd	33111	£10             10s		Southampton	Miner	LOST			English	10	10		10.5	10.5
JENSEN, Mr Hans Peder	1892	1912	20	Male	3rd Class Passenger	3rd	350050	£7             17s             1d		Southampton		LOST				7	17	1	7.85	7.85
JENSEN, Mr Niels Rasmus	1864	1912	48	Male	3rd Class Passenger	3rd	350048	£7             1s             1d		Southampton	Farmer	LOST			Danish	7	1	1	7.05	7.05
JENSEN, Mr Svend Lauritz	1895	1912	16	Male	3rd Class Passenger	3rd	350047	£7             17s             1d		Southampton	Farmer	LOST				7	17	1	7.85	7.85
JERMYN, Miss Annie Jane	1885		26	Female	3rd Class Passenger	3rd	14313	£7             15s		Queenstown		SAVED	D		Irish	7	15		7.75	7.75
JERWAN, Mrs Marie Marthe	1888	1974	23	Female	2nd Class Passenger	2nd	541	£13             15s             10d	D?	Cherbourg		SAVED	11		Swiss	13	15	10	13.79	13.79
JOHANNESEN, Mr Bernt Johannes	1882	1962	29	Male	3rd Class Passenger	3rd	65306	£8             2s             3d		Southampton		SAVED	13			8	2	3	8.11	8.11
JOHANSON, Mr Jakob Alfred	1877	1912	34	Male	3rd Class Passenger	3rd	3101264	£6             9s             11d		Southampton	General Labourer	LOST		143		6	9	11	6.5	6.5
JOHANSSON, Mr Erik	1889	1912	22	Male	3rd Class Passenger	3rd	350052	£7             15s             11d		Southampton	General Labourer	LOST		156	Swedish	7	15	11	7.8	7.8
JOHANSSON, Mr Gustaf Joël	1879	1912	33	Male	3rd Class Passenger	3rd	7540	£8             13s             1d		Southampton		LOST		285	Swedish	8	13	1	8.65	8.65
JOHANSSON, Mr Karl Johan	1880	1912	31	Male	3rd Class Passenger	3rd	347063	£7             15s             6d		Southampton		LOST			Swedish	7	15	6	7.78	7.78
JOHANSSON, Mr Nils	1881	1912	30	Male	3rd Class Passenger	3rd	347467	£7             17s             1d		Southampton	General Labourer	LOST			Swedish	7	17	1	7.85	7.85
JOHANSSON, Mr Oscar Wilhelm	1879	1967	32	Male	3rd Class Passenger	3rd	347079	£7             15s             6d		Southampton	Seaman	SAVED			Swedish	7	15	6	7.78	7.78
JOHNSON, Master Harold Theodor	1908	1968	4	Male	3rd Class Passenger	3rd	347742	£11             2s             8d		Southampton		SAVED	15		American	11	2	8	11.13	3.71
JOHNSON, Miss Eleanor Ileen	1910	1998	1	Female	3rd Class Passenger	3rd	347742	£11             2s             8d		Southampton		SAVED	15		American	11	2	8	11.13	3.71
JOHNSON, Mr August	1863	1912	49	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	LOST			American	7	5		7.25	1.2083333333
JOHNSON, Mr Malkolm Joackim	1879	1912	33	Male	3rd Class Passenger	3rd	347062	£7             15s             6d		Southampton	General Labourer	LOST		37		7	15	6	7.78	7.78
JOHNSON, Mr William Cahoone	1892	1912	19	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	LOST			American	7	5		7.25	1.2083333333
JOHNSON, Mrs Aliina Vilhelmina	1884	1968	27	Female	3rd Class Passenger	3rd	347742	£11             2s             8d		Southampton		SAVED	15		Finnish	11	2	8	11.13	3.71
JOHNSTON, Master William Andrew	1903	1912	8	Male	3rd Class Passenger	3rd	6607	£23             9s		Southampton		LOST			English	23	9		23.45	5.8625
JOHNSTON, Miss Catherine Nellie	1905	1912	7	Female	3rd Class Passenger	3rd	6607	£23             9s		Southampton		LOST			English	23	9		23.45	5.8625
JOHNSTON, Mr Andrew Emslie	1876	1912	35	Male	3rd Class Passenger	3rd	6607	£23             9s		Southampton	Plumber	LOST			Scottish	23	9		23.45	5.8625
JOHNSTON, Mrs Eliza	1876	1912	36	Female	3rd Class Passenger	3rd	6607	£23             9s		Southampton		LOST			Scottish	23	9		23.45	5.8625
JONES, Mr Charles Cresson	1866	1912	46	Male	1st Class Passenger	1st	694	£26.00		Southampton	Estate Manager	LOST		80	American	26			26	26
JONSSON, Mr Karl	1886	1956	25	Male	3rd Class Passenger	3rd	350417	£7             17s             1d		Southampton	General Labourer	SAVED			Swedish	7	17	1	7.85	7.85
JöNSSON, Mr Nils Hilding	1885	1912	27	Male	3rd Class Passenger	3rd	350408	£7             17s             1d		Southampton	General Labourer	LOST			Swedish	7	17	1	7.85	7.85
JULIAN, Mr Henry Forbes	1861	1912	50	Male	1st Class Passenger	1st	113044	£26.00	E60	Southampton	Metallurgist	LOST				26			26	26
JUSSILA, Miss Katriina	1892	1912	20	Female	3rd Class Passenger	3rd	4136	£9             16s             10d		Southampton	Servant	LOST				9	16	10	9.84	9.84
JUSSILA, Miss Mari Aina	1891	1912	21	Female	3rd Class Passenger	3rd	4137	£9             16s             10d		Southampton	Servant	LOST				9	16	10	9.84	9.84
JUSSILA, Mr Eiriik	1880	1944	32	Male	3rd Class Passenger	3rd	3101286	£7             18s             6d		Southampton		SAVED	15		Finnish	7	18	6	7.93	7.93
KALLIO, Mr Nikolai Erland	1894	1912	17	Male	3rd Class Passenger	3rd	3101274	£7             2s             6d		Southampton	General Labourer	LOST				7	2	6	7.13	7.13
KALVIK, Mr Johannes Halvorsen	1890	1912	21	Male	3rd Class Passenger	3rd	8475	£8             8s             8d		Southampton	General Labourer	LOST			Norwegian	8	8	8	8.43	8.43
KANTOR, Mr Sinai	1878	1912	34	Male	2nd Class Passenger	2nd	244367	£26.00		Southampton		LOST		283		26			26	13
KANTOR, Mrs Miriam	1888		24	Female	2nd Class Passenger	2nd	244367	£26.00		Southampton		SAVED	12			26			26	13
KARAJIć, Mr Milan	1882	1912	30	Male	3rd Class Passenger	3rd	349246	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
KARLSSON, Mr Einar Gervasius	1890	1958	21	Male	3rd Class Passenger	3rd	350053	£7             15s             11d		Southampton	Military	SAVED	13		Swedish	7	15	11	7.8	7.8
KARLSSON, Mr Julius Konrad Eugen	1878	1912	33	Male	3rd Class Passenger	3rd	347465	£7             17s             1d		Southampton	Engineer	LOST				7	17	1	7.85	7.85
KARLSSON, Mr Nils August	1889	1912	22	Male	3rd Class Passenger	3rd	350060	£7             10s             5d		Southampton	Farmer	LOST			Swedish	7	10	5	7.52	7.52
KARNES, Mrs Claire	1889	1912	22	Female	2nd Class Passenger	2nd	13534	£21.00		Southampton		LOST			American	21			21	10.5
KARUN, Miss Manca	1907	1971	5	Female	3rd Class Passenger	3rd	349256	£13             8s             4d		Cherbourg		SAVED	15			13	8	4	13.42	6.71
KARUN, Mr Franz	1872	1934	39	Male	3rd Class Passenger	3rd	349256	£13             8s             4d		Cherbourg	Hotelier	SAVED	15			13	8	4	13.42	6.71
KATAVELOS, Mr Vasilios G.	1893	1912	19	Male	3rd Class Passenger	3rd	2682	£7             4s             7d		Cherbourg	Farmer	LOST		58		7	4	7	7.23	7.23
KEANE, Miss Nora Agnes	1866	1944	46	Female	2nd Class Passenger	2nd	226593	£12             7s	E101	Queenstown		SAVED	10		Irish	12	7		12.35	12.35
KEANE, Mr Andrew	1889	1912	23	Male	3rd Class Passenger	3rd	12460	£7             15s		Queenstown	Farm Labourer	LOST			Irish	7	15		7.75	7.75
KEANE, Mr Daniel	1876	1912	35	Male	2nd Class Passenger	2nd	233734	£12             7s		Queenstown		LOST			Irish	12	7		12.35	12.35
KEEPING, Mr Edwin Herbert	1878	1912	33	Male	1st Class Passenger Servant	1st	113503	£211             10s	C132 ?	Southampton	Servant	LOST		45	English	211	10		211.5	42.3
KELLY, Miss Anna Katherine	1892	1969	20	Female	3rd Class Passenger	3rd	9234	£7             15s		Queenstown		SAVED	16		Irish	7	15		7.75	7.75
KELLY, Miss Mary	1890	1950	22	Female	3rd Class Passenger	3rd	14312	£7             15s		Queenstown		SAVED	D		Irish	7	15		7.75	7.75
KELLY, Mr James	1892	1912	19	Male	3rd Class Passenger	3rd	363592	£8             1s		Southampton	Painter & Decorator	LOST			Scottish	8	1		8.05	8.05
KELLY, Mr James	1868	1912	44	Male	3rd Class Passenger	3rd	330911	£7             16s             7d		Queenstown	Farm Labourer	LOST		70	Irish	7	16	7	7.83	7.83
KELLY, Mrs Fanny Maria	1863	1920	48	Female	2nd Class Passenger	2nd	223596	£13             10s		Southampton		SAVED			English	13	10		13.5	13.5
KENNEDY, Mr John	1887	1918	24	Male	3rd Class Passenger	3rd	368783	£7             15s		Queenstown	Farm Labourer	SAVED			Irish	7	15		7.75	7.75
KENT, Mr Edward Austin	1854	1912	58	Male	1st Class Passenger	1st	11771	£29             14s	B37	Cherbourg	Architect	LOST		258	American	29	14		29.7	29.7
KENYON, Mr Frederick Roland	1871	1912	41	Male	1st Class Passenger	1st	17464	£51             17s             3d	D21	Southampton		LOST				51	17	3	51.86	25.93
KENYON, Mrs Marion Estelle	1871	1958	40	Female	1st Class Passenger	1st	17464	£51             17s             3d	D21	Southampton		SAVED	8			51	17	3	51.86	25.93
KHALīL 'ATTA ALLāH, Mr Sulaymān	1885	1912	27	Male	3rd Class Passenger	3rd	2672	£7             4s             6d		Cherbourg	Farm Labourer	LOST			Syrian	7	4	6	7.23	7.23
KHALIL, Mr Betros	1887	1912	25	Male	3rd Class Passenger	3rd	2660	£14             9s             1d		Cherbourg	Farm Labourer	LOST			Syrian	14	9	1	14.45	7.225
KHALIL, Mrs Zahie	1892	1912	20	Female	3rd Class Passenger	3rd	2660	£14             9s             1d		Cherbourg	Farm Labourer	LOST			Syrian	14	9	1	14.45	7.225
KIERNAN, Mr John Joseph	1885	1912	26	Male	3rd Class Passenger	3rd	367227	£7             15s		Queenstown	General Labourer	LOST			Irish	7	15		7.75	7.75
KIERNAN, Mr Philip	1890	1912	22	Male	3rd Class Passenger	3rd	367229	£7             15s		Queenstown	General Labourer	LOST			Irish	7	15		7.75	7.75
KILGANNON, Mr Thomas	1890	1912	21	Male	3rd Class Passenger	3rd	36865	£7             14s             9d		Queenstown	Farm Labourer	LOST			Irish	7	14	9	7.74	7.74
KIMBALL, Mr Edwin Nelson Jr.	1870	1927	42	Male	1st Class Passenger	1st	11753	£52             11s             1d	D19	Southampton		SAVED	5		American	52	11	1	52.55	26.275
KIMBALL, Mrs Susan Gertrude	1866	1962	45	Female	1st Class Passenger	1st	11753	£52             11s             1d	D19	Southampton		SAVED	5		American	52	11	1	52.55	26.275
KINK-HEILMANN, Miss Luise Gretchen	1908	1992	4	Female	3rd Class Passenger	3rd	315153	£22                         6d		Southampton		SAVED	2			22	0	6	22.08	7.36
KINK-HEILMANN, Mrs Luise	1886	1979	26	Female	3rd Class Passenger	3rd	315153	£22                         6d		Southampton		SAVED	2			22	0	6	22.08	7.36
KINK, Miss Maria	1889	1912	23	Female	3rd Class Passenger	3rd	315152	£8             13s             3d	R190	Southampton		LOST				8	13	3	8.66	8.66
KINK, Mr Anton	1883	1959	29	Male	3rd Class Passenger	3rd	315153	£22                         6d	(E)58	Southampton		SAVED	2			22	0	6	22.08	7.36
KINK, Mr Vincenz	1885	1912	26	Male	3rd Class Passenger	3rd	315151	£8             13s             3d	(E)58	Southampton	Magazineer	LOST				8	13	3	8.66	8.66
KIRKLAND, Fr Charles Leonard	1841	1912	71	Male	2nd Class Passenger	2nd	219533	£12             7s		Queenstown	Priest / Minister	LOST			Canadian	12	7		12.35	12.35
KLABER, Mr Herman	1870	1912	41	Male	1st Class Passenger	1st	113028	£26             11s	C124	Southampton	Businessman	LOST			American	26	11		26.55	26.55
KLASéN, Miss Gertrud Emilia	1910	1912	1	Female	3rd Class Passenger	3rd	350405	£12             3s             8d		Southampton		LOST			Swedish	12	3	8	12.18	6.09
KLASéN, Mr Klas Albin	1893	1912	18	Male	3rd Class Passenger	3rd	350404	£7             17s             1d		Southampton	Farm Labourer	LOST			Swedish	7	17	1	7.85	7.85
KLASéN, Mrs Hulda Kristina Eugenia	1876	1912	36	Female	3rd Class Passenger	3rd	350405	£12             3s             8d		Southampton	Housewife	LOST			Swedish	12	3	8	12.18	6.09
KNIGHT, Mr Robert	1869	1912	42	Male	2nd Class Passenger H&W Guarantee Group	2nd	239855			Belfast	Fitter	LOST			Irish					
KOLEV, Mr Petr	1876	1912	36	Male	3rd Class Passenger	3rd	349210	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
KOLEV, Mr Sotir	1888	1912	24	Male	3rd Class Passenger	3rd	349209	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
KRAEFF, Mr Theodor		1912		Male	3rd Class Passenger	3rd	349253	£7             17s             11d		Cherbourg	General Labourer	LOST				7	17	11	7.9	7.9
KREKORIAN, Mr Neshan	1886	1978	25	Male	3rd Class Passenger	3rd	2654	£7             4s             7d	[F] E57	Cherbourg	General Labourer	SAVED	10			7	4	7	7.23	7.23
KREUCHEN, Miss Emilie	1882	1971	29	Female	1st Class Passenger Servant	1st	24160	£211             6s             9d		Southampton	Personal Maid	SAVED	2			211	6	9	211.34	52.835
KRINS, Mr Georges Alexandre	1889	1912	23	Male	2nd Class Passenger Musician	2nd	250654		E	Southampton	Musician	LOST								
KUTSCHER (LITHMAN), Mr Simon	1884	1912	27	Male	3rd Class Passenger	3rd	251	£7             11s		Southampton	Baker	LOST				7	11		7.55	7.55
KVILLNER, Mr Johan Henrik Johannesson	1881	1912	31	Male	2nd Class Passenger	2nd	18723	£10             10s		Southampton	Mechanical Engineer	LOST		165	Swedish	10	10		10.5	10.5
